Financial Year,Reporting Period,Activity Month,Organisation breakdown,Org Code,Org Name,Region Code,Region Name,Specific acute specialties: Ordinary Elective,Specific acute specialties: Daycase Elective,Specific acute specialties: Elective total,Specific acute specialties: Non-Elective,Specific acute specialties: First attendances seen - GP referrals,Specific acute specialties: First attendances seen - other referrals,Specific acute specialties: First attendances seen total,Specific acute specialties: First attendances DNA,Specific acute specialties: Subsequent attendances seen,Specific acute specialties: Subsequent attendances DNA,All specialties: Ordinary Elective,All specialties: Daycase Elective,All specialties: Elective total,All specialties: Non-Elective,All specialties: First attendances seen - GP referrals,All specialties: First attendances seen - other referrals,All specialties: First attendances seen total,All specialties: First attendances DNA,All specialties: Subsequent attendances seen,All specialties: Subsequent attendances DNA
2020-21,4,Jun-20,Provider,RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,Y63,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,255,2445,2700,3180,2575,3380,5955,440,15555,1100,255,2450,2705,3770,2800,3585,6385,475,16765,1180
2020-21,4,Jun-20,Provider,RJN,EAST CHESHIRE NHS TRUST,Y62,NORTH WEST COMMISSIONING REGION,10,425,435,1020,1135,1065,2200,135,4015,290,10,425,435,1020,1135,1145,2280,140,4245,295
2020-21,4,Jun-20,Provider,RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,Y62,NORTH WEST COMMISSIONING REGION,120,980,1100,1975,35,5445,5480,170,12795,595,125,980,1105,2530,35,5705,5745,185,13370,680
2020-21,4,Jun-20,Provider,RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,Y56,LONDON COMMISSIONING REGION,810,4205,5015,5170,5940,16870,22810,2320,50550,3410,815,4205,5015,6470,6310,17845,24160,2400,53955,3630
2020-21,4,Jun-20,Provider,RK5,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,Y60,MIDLANDS COMMISSIONING REGION,305,1465,1765,3065,3705,2150,5850,435,17335,1205,305,1465,1765,3515,3750,2465,6215,475,18620,1340
2020-21,4,Jun-20,Provider,RK9,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,Y58,SOUTH WEST COMMISSIONING REGION,715,3340,4055,4350,5105,5410,10515,575,34740,1770,715,3340,4055,4835,5150,5675,10825,600,36575,1840
2020-21,4,Jun-20,Provider,RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,Y60,MIDLANDS COMMISSIONING REGION,540,3410,3950,5730,6425,9230,15655,1170,36170,1700,540,3410,3950,6485,6525,9890,16410,1230,39065,1805
2020-21,4,Jun-20,Provider,RKE,WHITTINGTON HEALTH NHS TRUST,Y56,LONDON COMMISSIONING REGION,40,1120,1160,1250,3180,5810,8990,780,11795,750,40,1120,1160,1525,3180,6030,9210,800,12160,780
2020-21,4,Jun-20,Provider,RL1,THE ROBERT JONES AND AGNES HUNT ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST,Y60,MIDLANDS COMMISSIONING REGION,30,30,60,160,785,390,1175,55,4040,295,30,30,60,160,830,505,1335,60,4255,300
2020-21,4,Jun-20,Provider,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,Y60,MIDLANDS COMMISSIONING REGION,230,2570,2800,3165,5520,3905,9425,755,23095,1370,230,2570,2800,4410,6185,4045,10230,830,25640,1575
2020-21,4,Jun-20,Provider,RLQ,WYE VALLEY NHS TRUST,Y60,MIDLANDS COMMISSIONING REGION,60,900,960,1595,1460,2050,3510,125,7915,430,70,900,970,1755,1490,2250,3740,160,8350,445
2020-21,4,Jun-20,Provider,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,Y60,MIDLANDS COMMISSIONING REGION,55,615,670,1320,1400,1570,2970,235,7035,455,55,615,670,1635,1400,1940,3340,250,7990,475
2020-21,4,Jun-20,Provider,RLY,NORTH STAFFORDSHIRE COMBINED HEALTHCARE NHS TRUST,Y60,MIDLANDS COMMISSIONING REGION,0,0,0,0,0,0,0,0,0,0,25,0,25,90,95,100,195,60,1400,285
2020-21,4,Jun-20,Provider,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,Y61,EAST OF ENGLAND COMMISSIONING REGION,455,4965,5420,4845,6625,5460,12085,455,30030,1435,455,4965,5420,5715,7030,5695,12725,470,31150,1465
2020-21,4,Jun-20,Provider,RM3,SALFORD ROYAL NHS FOUNDATION TRUST,Y62,NORTH WEST COMMISSIONING REGION,290,1515,1805,3180,6505,4655,11160,705,24480,1345,290,1515,1805,3180,6520,4775,11300,715,25560,1440
2020-21,4,Jun-20,Provider,RMC,BOLTON NHS FOUNDATION TRUST,Y62,NORTH WEST COMMISSIONING REGION,200,790,990,2370,2310,2225,4535,485,10475,865,200,790,990,3880,2325,2395,4715,510,11935,1060
2020-21,4,Jun-20,Provider,RMP,TAMESIDE AND GLOSSOP INTEGRATED CARE NHS FOUNDATION TRUST,Y62,NORTH WEST COMMISSIONING REGION,40,605,645,2545,2055,1340,3395,365,9670,745,40,605,645,2945,2205,1420,3625,365,10865,775
2020-21,4,Jun-20,Provider,RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,Y58,SOUTH WEST COMMISSIONING REGION,330,1850,2180,3170,3180,3995,7175,435,10845,380,330,1875,2205,3625,3495,4195,7690,490,11830,445
2020-21,4,Jun-20,Provider,RN5,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,Y59,SOUTH EAST COMMISSIONING REGION,155,2165,2325,3865,5040,3560,8600,520,16565,960,165,2180,2345,4565,5055,3875,8930,540,17370,995
2020-21,4,Jun-20,Provider,RN7,DARTFORD AND GRAVESHAM NHS TRUST,Y59,SOUTH EAST COMMISSIONING REGION,490,1250,1740,2890,6310,6225,12535,415,10325,635,495,1250,1740,3620,6310,6420,12735,430,11050,680
2020-21,4,Jun-20,Provider,RNA,THE DUDLEY GROUP NHS FOUNDATION TRUST,Y60,MIDLANDS COMMISSIONING REGION,240,1995,2230,2945,3635,5005,8645,585,22070,1115,240,1995,2230,3460,3665,5455,9120,630,23210,1180
2020-21,4,Jun-20,Provider,RNN,NORTH CUMBRIA INTEGRATED CARE NHS FOUNDATION TRUST,Y63,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,145,1940,2090,2540,3600,3225,6825,420,14290,1155,145,1940,2090,2990,3600,3325,6925,425,14990,1175
2020-21,4,Jun-20,Provider,RNQ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,Y60,MIDLANDS COMMISSIONING REGION,135,1410,1545,2300,2670,2445,5120,265,11515,665,145,1420,1565,2800,2720,2990,5705,295,12250,675
2020-21,4,Jun-20,Provider,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,Y60,MIDLANDS COMMISSIONING REGION,300,1555,1855,3645,4030,3895,7925,545,22680,1315,310,1555,1865,4910,4360,4805,9165,630,26560,1705
2020-21,4,Jun-20,Provider,RNU,OXFORD HEALTH NHS FOUNDATION TRUST,Y59,SOUTH EAST COMMISSIONING REGION,0,0,0,0,0,0,0,0,0,0,10,0,10,85,0,20,20,0,25,*
2020-21,4,Jun-20,Provider,RNZ,SALISBURY NHS FOUNDATION TRUST,Y58,SOUTH WEST COMMISSIONING REGION,140,1100,1245,1915,2525,2585,5110,235,10845,525,145,1100,1245,2535,2545,2865,5410,235,11630,545
2020-21,4,Jun-20,Provider,RP1,NORTHAMPTONSHIRE HEALTHCARE NHS FOUNDATION TRUST,Y60,MIDLANDS COMMISSIONING REGION,130,0,130,0,*,*,*,0,45,0,170,0,170,70,*,45,50,10,795,45
2020-21,4,Jun-20,Provider,RP4,GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS FOUNDATION TRUST,Y56,LONDON COMMISSIONING REGION,705,1345,2050,325,335,1795,2130,105,9900,535,720,1370,2095,330,335,1970,2300,115,10740,570
2020-21,4,Jun-20,Provider,RP5,DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST,Y63,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,225,1500,1725,3955,3305,2850,6155,540,11590,1010,260,1500,1760,4510,3325,3310,6630,580,12760,1095
2020-21,4,Jun-20,Provider,RP6,MOORFIELDS EYE HOSPITAL NHS FOUNDATION TRUST,Y56,LONDON COMMISSIONING REGION,35,400,430,175,530,2460,2990,255,13580,1405,35,400,430,175,530,2460,2990,255,13580,1405
2020-21,4,Jun-20,Provider,RPA,MEDWAY NHS FOUNDATION TRUST,Y59,SOUTH EAST COMMISSIONING REGION,175,1375,1550,3130,5975,7120,13095,355,12670,755,175,1375,1555,3880,6015,7730,13740,645,13215,780
2020-21,4,Jun-20,Provider,RPC,QUEEN VICTORIA HOSPITAL NHS FOUNDATION TRUST,Y59,SOUTH EAST COMMISSIONING REGION,90,425,515,550,640,1465,2105,110,6695,445,90,425,515,550,660,1640,2300,120,6960,470
2020-21,4,Jun-20,Provider,RPG,OXLEAS NHS FOUNDATION TRUST,Y59,SOUTH EAST COMMISSIONING REGION,0,0,0,0,0,0,0,0,0,0,65,0,65,105,115,205,320,15,845,25
2020-21,4,Jun-20,Provider,RPY,THE ROYAL MARSDEN NHS FOUNDATION TRUST,Y56,LONDON COMMISSIONING REGION,570,885,1455,280,640,975,1615,45,25655,490,570,885,1455,280,640,975,1615,45,26875,490
2020-21,4,Jun-20,Provider,RQ3,BIRMINGHAM WOMEN'S AND CHILDREN'S NHS FOUNDATION TRUST,Y60,MIDLANDS COMMISSIONING REGION,320,1050,1365,1005,2140,1685,3825,0,10030,870,320,1050,1370,2400,4470,2100,6570,0,23515,870
2020-21,4,Jun-20,Provider,RQM,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,Y56,LONDON COMMISSIONING REGION,25,810,835,4275,5595,6800,12395,790,25765,1620,100,810,910,5960,5845,8120,13970,915,33940,2165
2020-21,4,Jun-20,Provider,RQW,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,Y61,EAST OF ENGLAND COMMISSIONING REGION,155,1070,1230,2835,4845,2865,7710,185,13960,250,155,1070,1230,2850,4845,3085,7930,190,15285,255
2020-21,4,Jun-20,Provider,RQX,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,Y56,LONDON COMMISSIONING REGION,60,525,590,1530,2045,2080,4125,325,10925,885,60,530,590,3015,2280,2885,5165,390,14720,1220
2020-21,4,Jun-20,Provider,RQY,SOUTH WEST LONDON AND ST GEORGE'S MENTAL HEALTH NHS TRUST,Y56,LONDON COMMISSIONING REGION,*,0,*,0,0,0,0,0,0,0,30,0,30,75,1005,1925,2925,360,26765,3125
2020-21,4,Jun-20,Provider,RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,Y63,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,105,1225,1330,2295,1140,1280,2420,150,5500,345,105,1225,1330,2540,1145,1280,2425,150,5775,355
2020-21,4,Jun-20,Provider,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,Y63,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,1100,2765,3870,5095,6055,13420,19475,15,44030,3555,1190,2765,3955,6315,6075,14635,20710,15,48540,3780
2020-21,4,Jun-20,Provider,RRE,MIDLANDS PARTNERSHIP NHS FOUNDATION TRUST,Y60,MIDLANDS COMMISSIONING REGION,25,85,105,115,195,60,255,*,1830,60,45,85,130,215,195,60,255,*,1840,60
2020-21,4,Jun-20,Provider,RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",Y62,NORTH WEST COMMISSIONING REGION,60,1005,1065,2825,2730,2275,5005,355,13510,900,85,1005,1095,3035,2810,2460,5270,400,14630,1045
2020-21,4,Jun-20,Provider,RRJ,THE ROYAL ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST,Y60,MIDLANDS COMMISSIONING REGION,135,130,265,50,320,315,635,65,3310,145,135,130,265,50,320,315,635,65,3310,145
2020-21,4,Jun-20,Provider,RRK,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,Y60,MIDLANDS COMMISSIONING REGION,2655,3860,6520,12340,9425,13835,23260,2245,65240,5600,2660,3860,6520,13785,10330,14215,24545,2415,72680,6080
2020-21,4,Jun-20,Provider,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,Y56,LONDON COMMISSIONING REGION,2930,4275,7205,1560,3450,32965,36410,1840,61705,5930,3005,4275,7280,2795,3640,35440,39080,1980,70470,6780
2020-21,4,Jun-20,Provider,RT3,ROYAL BROMPTON & HAREFIELD NHS FOUNDATION TRUST,Y56,LONDON COMMISSIONING REGION,520,490,1010,280,425,1610,2035,145,19690,805,520,490,1010,280,430,1620,2050,145,20140,825
2020-21,4,Jun-20,Provider,RT5,LEICESTERSHIRE PARTNERSHIP NHS TRUST,Y60,MIDLANDS COMMISSIONING REGION,0,0,0,220,0,0,0,0,0,0,35,0,35,325,185,290,470,75,3680,620
2020-21,4,Jun-20,Provider,RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,Y63,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,1275,5980,7250,5600,6290,12190,18480,1495,52805,3005,1275,5980,7250,6525,7165,12365,19530,1550,55085,3085
2020-21,4,Jun-20,Provider,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,Y58,SOUTH WEST COMMISSIONING REGION,540,2660,3200,4265,2175,6970,9145,530,24055,1110,590,2660,3250,4915,2190,7950,10135,575,25055,1130
2020-21,4,Jun-20,Provider,RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,Y63,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,105,2940,3045,5145,3910,4825,8735,890,15485,855,105,2940,3045,5655,4215,5980,10195,950,20490,1225
2020-21,4,Jun-20,Provider,RTG,UNIVERSITY HOSPITALS OF DERBY AND BURTON NHS FOUNDATION TRUST,Y60,MIDLANDS COMMISSIONING REGION,545,4620,5165,7195,6815,8010,14825,*,40520,*,545,4620,5165,8205,6865,9690,16550,*,46010,*
2020-21,4,Jun-20,Provider,RTH,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,Y59,SOUTH EAST COMMISSIONING REGION,690,3765,4455,6540,8610,16480,25095,635,39495,1495,695,3770,4465,7410,9030,17260,26290,685,41500,1575
2020-21,4,Jun-20,Provider,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,Y59,SOUTH EAST COMMISSIONING REGION,345,955,1300,2145,6700,7030,13725,1195,15365,1490,345,955,1300,2665,7985,8615,16600,1590,17320,1695
2020-21,4,Jun-20,Provider,RTP,SURREY AND SUSSEX HEALTHCARE NHS TRUST,Y59,SOUTH EAST COMMISSIONING REGION,160,1150,1310,3445,4925,4405,9330,520,12965,455,205,1150,1355,3750,4925,4845,9770,540,13845,495
2020-21,4,Jun-20,Provider,RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,Y63,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,530,2900,3430,3625,3310,4610,7920,660,27205,1845,530,2900,3430,4530,3350,5085,8435,710,29365,2020
2020-21,4,Jun-20,Provider,RTV,NORTH WEST BOROUGHS HEALTHCARE NHS FOUNDATION TRUST,Y62,NORTH WEST COMMISSIONING REGION,0,0,0,0,0,0,0,0,0,0,*,0,*,65,*,840,840,0,1050,0
2020-21,4,Jun-20,Provider,RTX,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,Y62,NORTH WEST COMMISSIONING REGION,120,1195,1310,3280,2480,2440,4920,255,12290,540,120,1195,1310,3465,2480,2460,4945,260,13255,565
2020-21,4,Jun-20,Provider,RV3,CENTRAL AND NORTH WEST LONDON NHS FOUNDATION TRUST,Y56,LONDON COMMISSIONING REGION,0,0,0,110,15,45,60,0,165,*,25,0,25,365,360,565,925,35,4035,140
2020-21,4,Jun-20,Provider,RV9,HUMBER TEACHING NHS FOUNDATION TRUST,Y63,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,40,0,40,*,*,0,*,0,0,0,45,0,45,110,*,0,*,0,0,0
2020-21,4,Jun-20,Provider,RVJ,NORTH BRISTOL NHS TRUST,Y58,SOUTH WEST COMMISSIONING REGION,505,3005,3510,4615,4260,4610,8870,420,18265,1110,575,3005,3580,6035,4280,4880,9160,440,19240,1165
2020-21,4,Jun-20,Provider,RVN,AVON AND WILTSHIRE MENTAL HEALTH PARTNERSHIP NHS TRUST,Y58,SOUTH WEST COMMISSIONING REGION,0,0,0,0,0,0,0,0,0,0,55,0,55,70,0,0,0,0,0,0
2020-21,4,Jun-20,Provider,RVR,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,Y56,LONDON COMMISSIONING REGION,180,1470,1650,2950,5005,2555,7560,555,21685,935,180,1470,1650,3390,5065,2650,7715,560,23840,965
2020-21,4,Jun-20,Provider,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,Y59,SOUTH EAST COMMISSIONING REGION,390,2690,3080,6255,5735,10075,15810,880,31790,2200,395,2690,3085,7090,5785,13020,18805,940,35530,2330
2020-21,4,Jun-20,Provider,RVW,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,Y63,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,505,1210,1715,3030,2710,1495,4205,285,8215,445,505,1210,1715,3625,2800,1580,4380,305,9480,500
2020-21,4,Jun-20,Provider,RVY,SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST,Y62,NORTH WEST COMMISSIONING REGION,45,695,740,2410,1765,2045,3810,255,9350,555,45,695,740,2570,1765,2060,3825,255,10635,620
2020-21,4,Jun-20,Provider,RW1,SOUTHERN HEALTH NHS FOUNDATION TRUST,Y59,SOUTH EAST COMMISSIONING REGION,*,35,40,295,245,40,285,15,610,50,60,35,95,390,455,235,690,55,3750,415
2020-21,4,Jun-20,Provider,RW4,MERSEY CARE NHS FOUNDATION TRUST,Y62,NORTH WEST COMMISSIONING REGION,0,0,0,*,0,0,0,0,0,0,30,0,30,135,255,265,520,530,2050,15
2020-21,4,Jun-20,Provider,RW5,LANCASHIRE & SOUTH CUMBRIA NHS FOUNDATION TRUST,Y62,NORTH WEST COMMISSIONING REGION,0,0,0,0,45,0,45,*,840,75,20,*,20,180,235,435,670,40,2045,325
2020-21,4,Jun-20,Provider,RW6,PENNINE ACUTE HOSPITALS NHS TRUST,Y62,NORTH WEST COMMISSIONING REGION,245,2210,2455,6205,7450,7290,14740,535,25040,1160,265,2215,2475,7085,7480,9110,16590,585,28780,1440
2020-21,4,Jun-20,Provider,RWA,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,Y63,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,510,2920,3430,3585,4775,5110,9885,505,25400,1370,510,2920,3430,4235,4865,6005,10865,600,30325,1720
2020-21,4,Jun-20,Provider,RWD,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,Y60,MIDLANDS COMMISSIONING REGION,265,2345,2605,4465,5830,5065,10895,855,21145,1565,270,2345,2610,4920,6115,5520,11635,865,23100,1825
2020-21,4,Jun-20,Provider,RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,Y60,MIDLANDS COMMISSIONING REGION,825,4595,5420,7785,7515,9540,17055,1120,41045,2195,830,4595,5425,8690,7545,10445,17990,1215,42660,2270
2020-21,4,Jun-20,Provider,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,Y59,SOUTH EAST COMMISSIONING REGION,2955,985,3940,4100,4355,4200,8555,575,26515,1075,2955,985,3940,4495,4480,5690,10165,585,27190,1110
2020-21,4,Jun-20,Provider,RWG,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,Y61,EAST OF ENGLAND COMMISSIONING REGION,195,1155,1350,3210,3695,3485,7180,430,11565,955,250,1155,1410,3740,3980,3505,7485,455,12330,1015
2020-21,4,Jun-20,Provider,RWH,EAST AND NORTH HERTFORDSHIRE NHS TRUST,Y61,EAST OF ENGLAND COMMISSIONING REGION,265,3005,3270,3195,5710,5575,11285,1380,23385,1205,265,3010,3270,3800,5875,6235,12110,1415,24530,1290
2020-21,4,Jun-20,Provider,RWJ,STOCKPORT NHS FOUNDATION TRUST,Y62,NORTH WEST COMMISSIONING REGION,215,785,1000,3270,2510,3215,5725,430,11715,775,215,785,1000,3575,2515,3445,5960,445,12400,805
2020-21,4,Jun-20,Provider,RWK,EAST LONDON NHS FOUNDATION TRUST,Y56,LONDON COMMISSIONING REGION,0,0,0,0,0,0,0,0,0,0,120,0,120,355,210,225,440,95,2770,525
2020-21,4,Jun-20,Provider,RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,Y60,MIDLANDS COMMISSIONING REGION,260,3345,3600,4085,6940,5480,12420,210,11615,575,260,3345,3605,4855,7005,5730,12740,220,12300,615
2020-21,4,Jun-20,Provider,RWW,WARRINGTON AND HALTON TEACHING HOSPITALS NHS FOUNDATION TRUST,Y62,NORTH WEST COMMISSIONING REGION,75,790,865,2370,2560,1640,4200,450,13800,920,115,790,905,2805,2560,1745,4310,460,14700,995
2020-21,4,Jun-20,Provider,RWX,BERKSHIRE HEALTHCARE NHS FOUNDATION TRUST,Y59,SOUTH EAST COMMISSIONING REGION,70,0,70,40,415,1275,1690,0,6785,0,100,0,100,115,2225,4025,6250,0,30340,0
2020-21,4,Jun-20,Provider,RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,Y63,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,100,1745,1845,3795,3150,3155,6305,250,12870,805,100,1745,1845,4240,3155,3210,6365,250,13270,830
2020-21,4,Jun-20,Provider,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,Y60,MIDLANDS COMMISSIONING REGION,850,5925,6770,7620,5440,5280,10720,910,33030,2120,850,5930,6780,8210,5605,5850,11455,990,35295,2400
2020-21,4,Jun-20,Provider,RX2,SUSSEX PARTNERSHIP NHS FOUNDATION TRUST,Y59,SOUTH EAST COMMISSIONING REGION,0,0,0,0,0,0,0,0,0,0,*,0,*,*,180,100,275,65,1245,200
2020-21,4,Jun-20,Provider,RX4,"CUMBRIA, NORTHUMBERLAND, TYNE AND WEAR NHS FOUNDATION TRUST",Y63,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,10,0,10,0,10,60,70,0,1750,100,30,0,30,225,90,2550,2640,0,14195,4715
2020-21,4,Jun-20,Provider,RXA,CHESHIRE AND WIRRAL PARTNERSHIP NHS FOUNDATION TRUST,Y62,NORTH WEST COMMISSIONING REGION,0,0,0,0,0,0,0,0,0,0,25,0,25,105,235,105,340,45,1490,290
2020-21,4,Jun-20,Provider,RXC,EAST SUSSEX HEALTHCARE NHS TRUST,Y59,SOUTH EAST COMMISSIONING REGION,250,2340,2595,3765,4040,2470,6510,490,15675,920,290,2340,2630,4245,4045,2865,6910,505,16640,965
2020-21,4,Jun-20,Provider,RXE,ROTHERHAM DONCASTER AND SOUTH HUMBER NHS FOUNDATION TRUST,Y63,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,65,0,65,0,0,0,0,0,0,0,105,*,110,105,0,0,0,0,0,0
2020-21,4,Jun-20,Provider,RXF,MID YORKSHIRE HOSPITALS NHS TRUST,Y63,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,240,2495,2730,4105,4645,7970,12615,880,22280,1205,240,2495,2730,5390,5040,8075,13115,965,23530,1305
2020-21,4,Jun-20,Provider,RXG,SOUTH WEST YORKSHIRE PARTNERSHIP NHS FOUNDATION TRUST,Y63,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,0,0,0,15,0,0,0,0,0,0,*,0,*,180,0,0,0,0,0,0
2020-21,4,Jun-20,Provider,RXH,BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST,Y59,SOUTH EAST COMMISSIONING REGION,515,2400,2920,4015,6210,3315,9525,735,15290,965,520,2405,2925,4275,6225,3600,9825,760,16285,1005
2020-21,4,Jun-20,Provider,RXK,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,Y60,MIDLANDS COMMISSIONING REGION,330,1580,1905,3380,6955,6160,13115,1040,22865,1655,330,1580,1905,4240,7625,6575,14200,1130,23885,1730
2020-21,4,Jun-20,Provider,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,Y62,NORTH WEST COMMISSIONING REGION,235,2015,2250,2755,2900,2600,5500,300,16390,890,240,2015,2255,3250,2970,2895,5870,305,17340,930
2020-21,4,Jun-20,Provider,RXM,DERBYSHIRE HEALTHCARE NHS FOUNDATION TRUST,Y60,MIDLANDS COMMISSIONING REGION,0,0,0,0,0,0,0,0,0,0,0,0,0,130,0,520,520,110,2005,280
2020-21,4,Jun-20,Provider,RXN,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,Y62,NORTH WEST COMMISSIONING REGION,425,1905,2330,3545,3500,4240,7740,640,26535,1550,425,1905,2330,3675,3505,4295,7800,665,27660,1675
2020-21,4,Jun-20,Provider,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,Y63,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,165,1640,1805,4240,2435,3025,5455,265,10960,440,165,1640,1805,4955,2735,3420,6150,305,13535,495
2020-21,4,Jun-20,Provider,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,Y59,SOUTH EAST COMMISSIONING REGION,175,2090,2265,2980,3635,2925,6560,295,13280,630,175,2090,2265,3680,3905,3090,6995,350,13835,665
2020-21,4,Jun-20,Provider,RXR,EAST LANCASHIRE HOSPITALS NHS TRUST,Y62,NORTH WEST COMMISSIONING REGION,505,2180,2685,4375,5060,5375,10435,870,24205,1295,510,2180,2690,5320,5170,5935,11100,950,26295,1460
2020-21,4,Jun-20,Provider,RXW,SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,Y60,MIDLANDS COMMISSIONING REGION,170,2480,2650,4040,5835,6835,12675,420,17060,750,205,2480,2690,4430,5840,7235,13070,430,17420,760
2020-21,4,Jun-20,Provider,RY2,BRIDGEWATER COMMUNITY HEALTHCARE NHS FOUNDATION TRUST,Y62,NORTH WEST COMMISSIONING REGION,0,0,0,0,10,*,10,0,140,*,0,0,0,0,10,10,15,*,395,35
2020-21,4,Jun-20,Provider,RY3,NORFOLK COMMUNITY HEALTH AND CARE NHS TRUST,Y61,EAST OF ENGLAND COMMISSIONING REGION,0,0,0,170,0,0,0,0,0,0,0,0,0,170,0,0,0,0,0,0
2020-21,4,Jun-20,Provider,RY4,HERTFORDSHIRE COMMUNITY NHS TRUST,Y61,EAST OF ENGLAND COMMISSIONING REGION,80,0,80,0,0,0,0,0,0,0,80,0,80,0,0,0,0,0,0,0
2020-21,4,Jun-20,Provider,RY5,LINCOLNSHIRE COMMUNITY HEALTH SERVICES NHS TRUST,Y60,MIDLANDS COMMISSIONING REGION,20,*,25,30,0,0,0,0,0,0,20,*,25,30,0,0,0,0,0,0
2020-21,4,Jun-20,Provider,RY6,LEEDS COMMUNITY HEALTHCARE NHS TRUST,Y63,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,0,0,0,0,40,*,40,0,130,0,0,0,0,0,85,160,245,*,715,45
2020-21,4,Jun-20,Provider,RY8,DERBYSHIRE COMMUNITY HEALTH SERVICES NHS FOUNDATION TRUST,Y60,MIDLANDS COMMISSIONING REGION,0,0,0,30,0,*,*,0,10,0,0,0,0,35,0,10,10,*,85,*
